title,article,etc,time,current_time,like,comment,district
마들역 호두과자 2트째,군고구마 맛이 다 팔렸다 팥먹는데 진짜 아니 호두과자 어케만드시는거지 겉바속촉,"상계10동
·
맛집
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
1",노원구
ㅜㅜ,근처 고등학교중에서 배구부 있는 고등학교가 있을까요..?,"중계1동
·
운동
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
배드민턴 치실 분!,배드민턴 치고 싶은데 같이해야 재미있는 스포츠다보니 동네에서 같이 배드민턴 치실 분 찾고 있습니다 ☺️ 놀면서 운동해요~!,"공릉1동
·
취미
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
4",노원구
한끼도못먹었네요ㅠㅠ,너무배고픈데.. 밥뭐먹어야할가요 입맛도없네용 약먹어야하는디.....,"상계8동
·
일반
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
6",노원구
상계주공 15단지 딸기 반씩 나누실분!,롯데슈퍼 새단장 세일하네요 식품이라 가능하면 근처사시는분이랑 딸기한판씩 가격반띵 하고싶어요! 댓글주세요,"상계8동
·
동네친구
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
2","댓글 수
1",노원구
심심해서 죽은 사람도 있나요 ?,혼자 뭐하고 노세요들 ?,"월계동
·
일반
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
5",노원구
안녕하세요. 2025학년도 수학 공통 과목 손풀이 올려봅니다,최대한 깔끔하게 푼다고 풀었는데 굿노트 사용이 익숙치 않아서 ^^ 예비고3/n수 학생들 도움되라고 올려봅니당,"상계1동
·
교육
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
4",노원구
◆노원역 직장인 밴드에서 일렉기타 구합니다◆,"◆노원역 직장인 밴드에서 일렉기타 구합니다◆ ☆합주일시: 월요일 오후 9시-11시 (격주로 진행) ☆현재 팀 구성은 남보컬1 기타2 베이스1 드럼1 입니다. (나이 30~50대) ☆합주곡: 국내 락발라드 위주 (너드커넥션, 윤도현밴드, 브로콜리너마저) ☆구인조건: 밴드 활동하면서 리드 기타 잡아본 경험 있는 분이나 실력은 다소 모잘라도 가르쳐만 주면 열심히 연습해 올 수 있는 분 (기타학원 원장이 가르쳐 드립니다.) ☆회비: 5만원 (연습실 대여료 악보비 회식비 사용) 연습실 소유하고 있는 팀이라 언제든지 개인 연습이 가능한 장점이 있는 팀입니다. #직장인 #밴드 #일렉기타 ============================================ 문의사항은 댓글이나 당근쳇 부탁드립니다.","상계동
·
취미
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
예민한 피부... 진짜 지쳤어요 ㅠ,"피부가 민감해서 뭘 발라도 다 따갑고 붉어지고 ㅠ 그래서 항상 약산성+순한 제품만 찾아다녔거든요. 근데 진짜 쓸만한 게 없더라구요. 피부가 개복치라 ㅠ 그러다 포포리얼수딩크림이라고 약산성 크림 하나 발견해서 써봤어요.처음엔 그냥 뭐, 이번에도 비슷하겠지 하는 마음이었는데, 생각보다 너무 잘 맞더라구요? 바르고 나니까 피부가 편안하고 진정도 되는거같기도하고 보습도 오래 유지돼서 일단 만족 민감성 피부라서 늘 고민인 분들 진짜 한 번 써보세요!","월계동
·
생활/편의
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
2",노원구
Sm골프 아카데미 코치님 소식,Sm골프연습장 다니시는분들 코치님 연락이 두절이네요 혹시 sm골프스튜디오 관련된 소식 아시는분 연락주세요 렛슨비도 골프채도 공중에 떴어요 ***-****-****,"상계9동
·
동네사건사고
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
다들 옷 세탁 어떻게 하세요?,무신사 보면 전부 손세탁 권장이던데 한번 입은건 바로 세탁해서 자주 돌리는데 고민이네요.,"중계4동
·
일반
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
5",노원구
동네 스크린친구 구해요~~,"추운날 스크린골프 어떠세요? [제아골프클럽]에서 편하고 매너있고 재미있게 골프 치실 분을 모집합니다. 초보 , 고수 모두 환영합니다~~","상계6.7동
·
운동
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
0",노원구
선스틱 15g,한 3달은 쓰나요? 다들 오래 쓰시나요? (겨울),"중계4동
·
일반
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
구스이불 괜찮은곳 없나요...?,작년에 산 겨울 이불이 다 죽어서 폭신한 느낌이 안납니다.. 얼마 안쓴것 같은데 제가 관리를 잘못한건지 털도 빠지구요.. 이불에만 얼마 쓰는지 모르겠어요 이번에는 한번사서 좀 오래 쓰고싶은데 괜찮은 제품 있으면 추천좀요..ㅠ,"중계1동
·
생활/편의
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
1",노원구
신혼집 구스이불 추천받습니당!,호텔식 이불 참 좋아하는데 처음 샀을때처럼 폭신폭신함이 유지가 잘 안되더라구요 제가 관리를 못하는건지.. 이번에 신혼집 들어가려하는데 이불 좀 추천해주세요~,"중계1동
·
생활/편의
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
가성비 메이크업 찾고있어요,바디빌딩 시헙 메이크업 저렴한곳이요,"월계2동
·
미용
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
마들역 명가통닭 맛있나요,늘 맛잇는것만 먹구싶어서요 ㅋㅋㅋ진지하게 물어봅니다,"상계8동
·
맛집
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
2",노원구
엘지 정수기렌탈이거 괜찮을까요?,이번에 이사하면서 정수기 바꾸려는데 구매할까 렌탈할까 고민 중인데 주변에서 다들 렌탈하라해서 렌탈하려구요 렌트리? 여기서 바꾸려는데요 1년동안 렌트 반값에 상품권에 이것저것 많이줘서 여기서 바꾸려는데 바꿔보신 분 있나요? 바꿔도 괜찮을까여..,"월계동
·
생활/편의
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
2",노원구
알바 구하기 힘드네요,무경력자라 그런가 힘드네요,"상계3.4동
·
일반
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
2","댓글 수
14",노원구
오늘 바람이 많이 부는 날씨네요,여러분들 날라가지 않게 조심들 하셔요~ 😁,"하계동
·
일반
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
2",노원구
고양이 화장실,딱 봤을때 우와 짱크다! 하는거 판매하는곳 아시나요??,"상계5동
·
반려동물
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
6",노원구
노원구 조기축구 비호FC 회원 모집,"[서울] 노원구 비호FC 신규 회원 모집합니다. - 팀원 모집 - 팀 구분 : 조기축구팀 팀명 : 비호FC 창단연도 :1976년 연령대 : 20대후반 ~50대 활동지역: 수락스포츠타운, 마들스타디움 ,초안산, 불암산 상계동 계상초등학교 구장상태: 인근운동장[인조잔디] 계상초등학교[맨땅] 활동시간 : 일요일 08시~12시 회원수 : 30명 선출회원 유(n명)/무 : 월회비 : [20대 X /30대~40대 회비할인] 가입비 : 10만원 (유니폼 지급) 팀 소개 : 실력 상관 없이 꾸준하게 즐겁게 운동하고 싶으신분 환영 합니다. 오셔서 같이 즐겁게 운동해보시고 가입 결정하셔도 됩니다. 모임에 비호FC 검색하셔서 가입 해주세요~","상계9동
·
운동
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
코튼 팬츠 수선,이번에 산 바지 라이즈 부분이 너무 길어서 수선을 맡길려고 하는데요. 라이즈 부분 수선 받아주는 곳이 아무데도 없더라구요. 혹시 라이즈 부분 수선 맡아주는 수선집이 석계역이나 광운대역 근처에 있을까요?,"월계동
·
생활/편의
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
[재능기부] 홈페이지 무료로 제작해드립니다!,"홈페이지 무료로 제작해드립니다! 아임웹으로 제작 진행하며 2주정도 제작기간이 소요됩니다! 홈페이지가 꼭 필요하신 분, 댓글 남겨 주시면 안내해드리겠습니다! #홈페이지 #재능기부","상계6.7동
·
생활/편의
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
2","댓글 수
0",노원구
보아스 공기청정기 저거 뭔가요?,200만원짜리 35만원이라면서 계속 아이디 바꿔 올리던데 검색해보니 가격조작해가지고 올린거던데 택배 받고서 돈 보내달라고 하네요?? 직접 만나지는 않고. 마약같은거 보내나요? ㄷㄷ,"상계1동
·
동네사건사고
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
5",노원구
동치미,천수무 3단으로 동치미 담급니다. 소금 샤워하고 기다리는중. 완성은 이따 오후 5시쯤. 날이 추워지니 살짝 더 절여도 될듯하네요.,"상계10동
·
일반
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
3","댓글 수
8",노원구
"▶풋살팀 범브로fs에서 팀원모집합니다!! (서울북부,의정부)","▶팀명 : 범브로fs ▶장소 : 현재 노해근린공원 풋살장 ▶시간 : 매주 일요일 오전 8-10시 ▶현인원 : 15명(상시모집중) ▶나이 : 20대후반-30대후반(선출x) ▶회비 : 매달 20,000원(납부기간 20일~말일까지) ▶친구 및 지인들끼리 만든 팀이지만 조금더 재미있게 차기위해 새로운 회원 모집하고있습니다 실력은 하하하입니다 하지만 모두 하하하 웃으며 재미있게 차고있습니다 팀원간,상대팀과의 매너와 존중을 중시하는 팀컬러이다보니 이에 맞는 분들이 같이 뛰었으면 좋겠습니다 실력은 패스,슛정도 하실줄알고 축구 풋살에대한 열정만 있으셔도 좋습니다 서로 어색하고 낯설기때문에 알아가고 익숙해지는 기간이 필요하다 생각하여 용병으로 2~3회 정도(회당5000원) 같이 뛰어보고 결정 ▶ ***-****-**** (성함 나이 거주지 부탁드려요)","중계1동
·
운동
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
인터폰 가리개 추천합니다,인터폰 가리개로 키즈아트킵 액자 사가지고 뒷판 뜯어내서 걸면 완전 딱이네요 크기랑 두께 재셔서 함 달아보세요 강추입니다,"하계2동
·
생활/편의
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
각 구청에서,#노원구청 #심폐소생술3번째1년마다갱신 #예약해야한다고합니다,"상계6.7동
·
교육
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
0","댓글 수
0",노원구
창동역 스터디원&프리랜서 모집,"- 위치 : 창동역 근처 사무실(300미터 이내) - 비용 : 무료(아메리카노 머신 무료 사용) - 모집 인원 : 1~2명 (현재 2명(남1 여1), 총 3~4명 예정) 26~38세 - 내용 : 월화수 오전 10시~ 각자 업무 및 스터디 진행 - 저는 쇼핑몰 운영업무 예정 - 최소 1개월 진행 희망(출입카드 만들어야해서 1ㅡ2회만 참석하면 번거로움) - 목적 : 규칙적으로 각자의 스터디&업무를 하기 위함 - 지원 방법 : 간단한 자기소개 및 오셔서 무엇을 하실지 알려주심 좋을것 같아요!😁","공릉1동
·
동네친구
·
1일 전",1일 전,2024-11-28 00:38:53,"좋아요 수
1","댓글 수
0",노원구
동네에서 눈오는데,간단히맥주한잔할뿐 30살입니다. 빠르게요!,"신사제1동
·
동네친구
·
38분 전",38분 전,2024-11-28 00:39:12,"좋아요 수
0","댓글 수
0",은평구
연신내 호떡,연서시장쪽 아직 영업하실까요?ㅜㅜ,"대조동
·
맛집
·
약 1시간 전",약 1시간 전,2024-11-28 00:39:12,"좋아요 수
0","댓글 수
0",은평구
고민좀 들어주세요,안녕하세요 고1남학생인데요 제가 진로도 e스포츠학과쪽으로 정형하고 게임이 어느정도 되는 컴퓨터를 가져야하는데 게임 fps는 맨날 100대 심할때는 2자리깢도 갑니다 fps잘아시는분이면 프레임이 얼마나 중요한지 아실거에요 아버지께 장비 업그레이드도 말씀드려봤지만 금액이 너무 비싸다며 꺼려하시는데 어떻게 해야할지 진지하게 조언부탁드립니다.,"녹번동
·
고민/사연
·
약 1시간 전",약 1시간 전,2024-11-28 00:39:12,"좋아요 수
0","댓글 수
1",은평구
"헌옷, 헌 후라이팬 동시 수거 하는 업체 있나요?",예전에 어디선가 헌 옷이랑 헛 후라이팬 같이 수거해가고 돈 주는 업체를 본 것 같은데... 검색해보니 헌옷만 수거해주는 업체 밖에 안보이네요... 헌 후라이팬도 같이 수거해가는 업체 아시는 곳 있으실까요? ㅠㅠ,"대조동
·
생활/편의
·
약 2시간 전",약 2시간 전,2024-11-28 00:39:12,"좋아요 수
1","댓글 수
0",은평구
퇴근후 책필사 같이해요~,퇴근후 따뜻한 tea와 함께 책필사로 힐링하실분🙋‍♀️ [나만의 책] 하나 챙겨주시구요ㅎ 따뜻한 카페에서 힐링하는 시간 가져용 (30대 여자분이면 좋겠어요) 장소>응암역쪽 카페 조율해보아요 시간>11.28(목) 저녁 7시 30분,"신사제1동
·
취미
·
약 2시간 전",약 2시간 전,2024-11-28 00:39:12,"좋아요 수
0","댓글 수
2",은평구
구산동 사시는 분 중에 식염수 판매해주실 수 있나요,지금 남편이 금속 물질이 들어가서 힘들어하는데 급하게 구해요,"구산동
·
병원/약국
·
약 2시간 전",약 2시간 전,2024-11-28 00:39:12,"좋아요 수
0","댓글 수
1",은평구
이런 날씨에도 헬스가시는 분 있나요?,"가야지 가야지만 하고 추워서 나가질 못하고 있네요,,","신사제1동
·
운동
·
약 2시간 전",약 2시간 전,2024-11-28 00:39:12,"좋아요 수
0","댓글 수
1",은평구
과메기맛집,택배로 받아서 맛있게 먹어보신 과메기맛집 추천부탁그려요. 예전에 한번 주문해먹어보긴 했는데 너무 비려서 걍 다 버렸더 기억이...ㅠ,"신사동
·
맛집
·
약 3시간 전",약 3시간 전,2024-11-28 00:39:12,"좋아요 수
0","댓글 수
0",은평구
❄️ 어젯밤 집앞 풍경,집근처 인데 어젯밤 11시넘어서 눈올때 찍은 사진이에요 아주 분위기있게 나와서 좋아가지고 올려봅니다^^🌨 ❄️☃️🌨 #첫눈 #증산역 #증가로안길풍경,"증산동
·
동네풍경
·
약 3시간 전",약 3시간 전,2024-11-28 00:39:12,"좋아요 수
2","댓글 수
0",은평구
이게 뭐하는 짓인지요,눈도 온 날인데 길거리에 길냥이 사료 이렇게 막 뿌려놓고가면 안됩니다.안그래도 길고양이 미워하는 사람들도 많은데 눈녹고 비오면 팅팅불어서 이건 민페 입니다.이사료 여기다 뿌리신분 제발 다음부턴 이러지 마세요,"불광동
·
동네풍경
·
약 3시간 전",약 3시간 전,2024-11-28 00:39:12,"좋아요 수
4","댓글 수
2",은평구
오늘 향림 근린공원에서 찍은 설경입니다,이렇게 나무를 뒤덮고 있는 눈이 최근에 처음보는 광경이라 혼자서 보기에는 너무 힐링이 되어서 남겼습니다,"불광제2동
·
동네풍경
·
약 4시간 전",약 4시간 전,2024-11-28 00:39:12,"좋아요 수
1","댓글 수
0",은평구
나이키 운동장갑 보신 분ㅠㅠ,"지난 일요일 밤에 증산체육공원~시루뫼어린이공원, GS25증산공원점 부근에서 선물 받은 나이키 장갑을 분실했습니다. 어디서 잃어버린 지를 모르겠어요ㅜ 처음 사용하자마자 잃어버렸네요.... 혹시나 보신 분 계실까요ㅜ","증산동
·
분실/실종
·
약 4시간 전",약 4시간 전,2024-11-28 00:39:12,"좋아요 수
0","댓글 수
0",은평구
